1,-1,1
0.89474,-0.89474,0.89474
0.78947,-0.78947,0.78947
0.68421,-0.68421,0.68421
0.57895,-0.57895,0.57895
0.47368,-0.47368,0.47368
0.36842,-0.36842,0.36842
0.26316,-0.26316,0.26316
0.15789,-0.15789,0.15789
0.052632,-0.052632,0.052632
-0.052632,0.052632,-0.052632
-0.15789,0.15789,-0.15789
-0.26316,0.26316,-0.26316
-0.36842,0.36842,-0.36842
-0.47368,0.47368,-0.47368
-0.57895,0.57895,-0.57895
-0.68421,0.68421,-0.68421
-0.78947,0.78947,-0.78947
-0.89474,0.89474,-0.89474
-1,1,-1
1,-1,1
0.89474,-0.89474,1
0.78947,-0.78947,1
0.68421,-0.68421,1
0.57895,-0.57895,1
0.47368,-0.47368,1
0.36842,-0.36842,1
0.26316,-0.26316,1
0.15789,-0.15789,1
0.052632,-0.052632,1
-0.052632,0.052632,1
-0.15789,0.15789,1
-0.26316,0.26316,1
-0.36842,0.36842,1
-0.47368,0.47368,1
-0.57895,0.57895,1
-0.68421,0.68421,1
-0.78947,0.78947,1
-0.89474,0.89474,1
-1,1,1
1,-1,1
1,-0.89474,0.89474
1,-0.78947,0.78947
1,-0.68421,0.68421
1,-0.57895,0.57895
1,-0.47368,0.47368
1,-0.36842,0.36842
1,-0.26316,0.26316
1,-0.15789,0.15789
1,-0.052632,0.052632
1,0.052632,-0.052632
1,0.15789,-0.15789
1,0.26316,-0.26316
1,0.36842,-0.36842
1,0.47368,-0.47368
1,0.57895,-0.57895
1,0.68421,-0.68421
1,0.78947,-0.78947
1,0.89474,-0.89474
1,1,-1
-1,1,1
-0.89474,1,0.89474
-0.78947,1,0.78947
-0.68421,1,0.68421
-0.57895,1,0.57895
-0.47368,1,0.47368
-0.36842,1,0.36842
-0.26316,1,0.26316
-0.15789,1,0.15789
-0.052632,1,0.052632
0.052632,1,-0.052632
0.15789,1,-0.15789
0.26316,1,-0.26316
0.36842,1,-0.36842
0.47368,1,-0.47368
0.57895,1,-0.57895
0.68421,1,-0.68421
0.78947,1,-0.78947
0.89474,1,-0.89474
1,1,-1
-1,1,-1
-1,1,-0.89474
-1,1,-0.78947
-1,1,-0.68421
-1,1,-0.57895
-1,1,-0.47368
-1,1,-0.36842
-1,1,-0.26316
-1,1,-0.15789
-1,1,-0.052632
-1,1,0.052632
-1,1,0.15789
-1,1,0.26316
-1,1,0.36842
-1,1,0.47368
-1,1,0.57895
-1,1,0.68421
-1,1,0.78947
-1,1,0.89474
-1,1,1
-1,1,-1
-0.89474,1,-1
-0.78947,1,-1
-0.68421,1,-1
-0.57895,1,-1
-0.47368,1,-1
-0.36842,1,-1
-0.26316,1,-1
-0.15789,1,-1
-0.052632,1,-1
0.052632,1,-1
0.15789,1,-1
0.26316,1,-1
0.36842,1,-1
0.47368,1,-1
0.57895,1,-1
0.68421,1,-1
0.78947,1,-1
0.89474,1,-1
1,1,-1
0.15646,0.53641,0.30714
0.13999,0.47994,0.27481
0.12352,0.42348,0.24248
0.10705,0.36702,0.21015
0.090581,0.31055,0.17782
0.074111,0.25409,0.14549
0.057642,0.19762,0.11316
0.041173,0.14116,0.080825
0.024704,0.084696,0.048495
0.0082346,0.028232,0.016165
-0.0082346,-0.028232,-0.016165
-0.024704,-0.084696,-0.048495
-0.041173,-0.14116,-0.080825
-0.057642,-0.19762,-0.11316
-0.074111,-0.25409,-0.14549
-0.090581,-0.31055,-0.17782
-0.10705,-0.36702,-0.21015
-0.12352,-0.42348,-0.24248
-0.13999,-0.47994,-0.27481
-0.15646,-0.53641,-0.30714
-0.35748,0.78812,0.56936
-0.31985,0.70516,0.50942
-0.28222,0.6222,0.44949
-0.24459,0.53924,0.38956
-0.20696,0.45628,0.32963
-0.16933,0.37332,0.2697
-0.1317,0.29036,0.20976
-0.094073,0.2074,0.14983
-0.056444,0.12444,0.089898
-0.018815,0.04148,0.029966
0.018815,-0.04148,-0.029966
0.056444,-0.12444,-0.089898
0.094073,-0.2074,-0.14983
0.1317,-0.29036,-0.20976
0.16933,-0.37332,-0.2697
0.20696,-0.45628,-0.32963
0.24459,-0.53924,-0.38956
0.28222,-0.6222,-0.44949
0.31985,-0.70516,-0.50942
0.35748,-0.78812,-0.56936
0.27799,-0.50682,1
0.24873,-0.45347,0.89474
0.21947,-0.40012,0.78947
0.1902,-0.34677,0.68421
0.16094,-0.29342,0.57895
0.13168,-0.24007,0.47368
0.10242,-0.18672,0.36842
0.073155,-0.13337,0.26316
0.043893,-0.080024,0.15789
0.014631,-0.026675,0.052632
-0.014631,0.026675,-0.052632
-0.043893,0.080024,-0.15789
-0.073155,0.13337,-0.26316
-0.10242,0.18672,-0.36842
-0.13168,0.24007,-0.47368
-0.16094,0.29342,-0.57895
-0.1902,0.34677,-0.68421
-0.21947,0.40012,-0.78947
-0.24873,0.45347,-0.89474
-0.27799,0.50682,-1
-0.6243,1,-0.24565
-0.55858,0.89474,-0.21979
-0.49287,0.78947,-0.19393
-0.42715,0.68421,-0.16808
-0.36144,0.57895,-0.14222
-0.29572,0.47368,-0.11636
-0.23001,0.36842,-0.090502
-0.16429,0.26316,-0.064644
-0.098574,0.15789,-0.038787
-0.032858,0.052632,-0.012929
0.032858,-0.052632,0.012929
0.098574,-0.15789,0.038787
0.16429,-0.26316,0.064644
0.23001,-0.36842,0.090502
0.29572,-0.47368,0.11636
0.36144,-0.57895,0.14222
0.42715,-0.68421,0.16808
0.49287,-0.78947,0.19393
0.55858,-0.89474,0.21979
0.6243,-1,0.24565
